# Darya core lexicon - B2 batch (AI scripted)
# rank|dari|translit|pos|register|glossEn|exampleDari|exampleTranslit|exampleEn|tags|variants
3733|گالری هنری|galeri-ye honari|noun|neutral|art gallery|نقاشی‌های او در یک گالری هنری به نمایش گذاشته شد.|naqqashi-ha-ye u dar yak galeri-ye honari ba namayesh gozashta shod.|His paintings were exhibited in an art gallery.|Arts & Entertainment|
3734|کارناوال|karnawal|noun|neutral|carnival|مردم با لباس‌های رنگارنگ در کارناوال شرکت کردند.|mardom ba lebas-ha-ye rangarang dar karnawal sherkat kardand.|People participated in the carnival with colorful clothes.|Abstract Concepts|
3735|مراسم مذهبی|marasem-e mazhabi|noun|formal|religious ceremony|این معبد محل برگزاری مراسم مذهبی است.|in ma'bad mahall-e bargozari-ye marasem-e mazhabi ast.|This temple is the place for holding religious ceremonies.|Abstract Concepts|
3736|زیارتگاه|ziyaratgah|noun|neutral|shrine|زائران زیادی به این زیارتگاه می‌آیند.|za'eran-e ziyadi ba in ziyaratgah miyayand.|Many pilgrims come to this shrine.|Abstract Concepts|
3737|معبد|ma'bad|noun|formal|temple|معبد باستانی در میان جنگل پنهان بود.|ma'bad-e bastani dar miyan-e jangal penhan bod.|The ancient temple was hidden in the middle of the forest.|Religion & Beliefs|
3738|کلیسا|kelisa|noun|neutral|church|معماری این کلیسا بسیار زیباست.|me'mari-ye in kelisa besyar zebast.|The architecture of this church is very beautiful.|Religion & Beliefs|
3739|کنیسه|kanisa|noun|neutral|synagogue|آنها روز شنبه برای دعا به کنیسه می‌روند.|anha roz-e shamba baraye do'a ba kanisa mirawand.|They go to the synagogue on Saturday to pray.|Abstract Concepts|
3740|مسجد جامع|masjed-e jame'|noun|formal|grand mosque|مسجد جامع هرات شاهکار معماری اسلامی است.|masjed-e jame'-e herat shahkar-e me'mari-ye eslami ast.|The Grand Mosque of Herat is a masterpiece of Islamic architecture.|Religion & Beliefs|
3741|معماری باستانی|me'mari-ye bastani|noun|formal|ancient architecture|علاقه مندان به تاریخ از معماری باستانی لذت می‌برند.|'alaqa-mandan ba tarikh az me'mari-ye bastani lezzat mibarand.|History enthusiasts enjoy ancient architecture.|Abstract Concepts|
3742|ویرانه‌ها|wirana-ha|noun|neutral|ruins|تنها ویرانه‌هایی از آن قلعه باقی مانده است.|tanha wirana-ha-yi az an qal'a baqi manda ast.|Only ruins of that castle remain.|Abstract Concepts|
3743|حفاری باستان‌شناسی|haffari-ye bastan-shenasi|noun|formal|archaeological excavation|در این منطقه حفاری باستان‌شناسی در حال انجام است.|dar in mantaqa haffari-ye bastan-shenasi dar hal-e anjam ast.|Archaeological excavation is ongoing in this area.|Abstract Concepts|
3744|نقاشی دیواری|naqqashi-ye diwari|noun|neutral|mural/fresco|این غار پر از نقاشی‌های دیواری قدیمی است.|in ghar por az naqqashi-ha-ye diwari-ye qadimi ast.|This cave is full of old murals.|Abstract Concepts|
3745|فرهنگ عامه|farhang-e 'amma|noun|formal|folklore|داستان‌های پریان بخشی از فرهنگ عامه است.|dastan-ha-ye pariyan bakhshi az farhang-e 'amma ast.|Fairy tales are part of folklore.|Abstract Concepts|
3746|آداب و رسوم|adab o rosom|noun|neutral|customs and traditions|هر کشوری آداب و رسوم خاص خود را دارد.|har keshwari adab o rosom-e khas-e khod ra darad.|Every country has its own customs and traditions.|Abstract Concepts|
3747|اسطوره‌شناسی|ostora-shenasi|noun|neutral|mythology|من به مطالعه اسطوره‌شناسی یونان علاقه دارم.|man ba motala'a-ye ostora-shenasi-ye yonan 'alaqa daram.|I am interested in studying Greek mythology.|Abstract Concepts|
3748|چندفرهنگی|chand-farhangi|noun|neutral|multiculturalism|تورنتو یک شهر چندفرهنگی است.|toronto yak shahr-e chand-farhangi ast.|Toronto is a multicultural city.|Abstract Concepts|
3749|شوک فرهنگی|shok-e farhangi|noun|neutral|cultural shock|مهاجران جدید معمولاً دچار شوک فرهنگی می‌شوند.|mohajeran-e jadid ma'molan dochar-e shok-e farhangi mishawand.|New immigrants usually experience cultural shock.|Emotions & Feelings|
3750|ادغام فرهنگی|edgham-e farhangi|noun|neutral|cultural integration|ادغام فرهنگی به همبستگی اجتماعی کمک می‌کند.|edgham-e farhangi ba hambastagi-ye ejtema'i komak mikonad.|Cultural integration helps social solidarity.|Abstract Concepts|
3751|زبان بین‌المللی|zaban-e bayn-ol-melali|noun|neutral|international language|انگلیسی یک زبان بین‌المللی محسوب می‌شود.|englisi yak zaban-e bayn-ol-melali mahsob mishawad.|English is considered an international language.|Communication & Media|
3752|گویش محلی|goyesh-e mahalli|noun|formal|local dialect|پیرمرد به گویش محلی صحبت می‌کرد.|pir-mard ba goyesh-e mahalli sohbat mikard.|The old man spoke in a local dialect.|Abstract Concepts|
3753|مترجم همزمان|motarjem-e hamzaman|noun|formal|simultaneous interpreter|کنفرانس به یک مترجم همزمان نیاز دارد.|konferans ba yak motarjem-e hamzaman niyaz darad.|The conference needs a simultaneous interpreter.|Abstract Concepts|
3754|ترجمه کتبی|tarjoma-ye katbi|noun|formal|written translation|هزینه ترجمه کتبی این اسناد بالاست.|hazina-ye tarjoma-ye katbi-ye in asnad balast.|The cost of written translation for these documents is high.|Abstract Concepts|
3755|راهنمای مکالمه|rahnama-ye mokalema|noun|neutral|phrasebook|یک راهنمای مکالمه فرانسوی خریدم.|yak rahnama-ye mokalema-ye faransawi kharidam.|I bought a French phrasebook.|Abstract Concepts|
3756|نقشه توپوگرافی|naqsha-ye topografi|noun|formal|topographic map|کوهنوردان از نقشه توپوگرافی استفاده می‌کنند.|kohnawardan az naqsha-ye topografi estefada mikonand.|Mountaineers use topographic maps.|Travel & Transportation|
3757|جهت‌یابی|jahat-yabi|noun|neutral|navigation|جهت‌یابی در شب بدون قطب‌نما دشوار است.|jahat-yabi dar shab bedon-e qotb-nama dushwar ast.|Navigation at night without a compass is difficult.|Abstract Concepts|
3758|جی‌پی‌اس|ji-pi-es|noun|neutral|GPS|سیستم جی‌پی‌اس مسیر را به ما نشان می‌دهد.|sistem-e ji-pi-es masir ra ba ma neshan midahad.|The GPS system shows us the route.|Abstract Concepts|
3759|کوله‌پشتی|kola-poshti|noun|neutral|backpack|کوله‌پشتی او پر از وسایل سفر بود.|kola-poshti-ye u por az wasayel-e safar bod.|His backpack was full of travel gear.|Abstract Concepts|
3760|کیسه خواب|kisa-khwab|noun|neutral|sleeping bag|برای کمپینگ به یک کیسه خواب گرم نیاز داری.|baraye kemping ba yak kisa-khwab-e garm niyaz dari.|You need a warm sleeping bag for camping.|Abstract Concepts|
3761|چادر مسافرتی|chadar-e mosaferati|noun|neutral|camping tent|ما چادر مسافرتی را نزدیک رودخانه برپا کردیم.|ma chadar-e mosaferati ra nazdik-e rodkhana bar-pa kardim.|We pitched the camping tent near the river.|Abstract Concepts|
3762|غارنوردی|ghar-nawardi|noun|neutral|caving|غارنوردی یک فعالیت هیجان‌انگیز است.|ghar-nawardi yak fa'aliyat-e hayajan-angez ast.|Caving is an exciting activity.|Abstract Concepts|
3763|قایق‌رانی|qayeq-rani|noun|neutral|boating/canoeing|آنها تمام بعدازظهر را به قایق‌رانی پرداختند.|anha tamam-e ba'd-az-zohr ra ba qayeq-rani pardaxtand.|They spent the whole afternoon boating.|Abstract Concepts|
3764|غواصی|ghawwasi|noun|neutral|scuba diving|غواصی در آب‌های آزاد تجربه شگفت‌انگیزی است.|ghawwasi dar ab-ha-ye azad tajreba-ye shegeft-angezi ast.|Scuba diving in open waters is an amazing experience.|Abstract Concepts|
3765|مظنون|maznoon|noun|formal|suspect|پولیس چندین مظنون را دستگیر کرده است.|polis chandin maznoon ra dastgir karda ast.|The police have arrested several suspects.|Abstract Concepts|
3766|بغاوت|baghawat|noun|formal|mutiny/rebellion|بغاوت علیه حکومت مرکزی سرکوب گردید.|baghawat alayh-e hokumat-e markazi sarkoob gardid.|The rebellion against the central government was suppressed.|Abstract Concepts|
3767|سوء قصد|su-e qasd|noun|formal|assassination attempt|رئیس جمهور از یک سوء قصد جان سالم به در برد.|rais-e jomhoor az yak su-e qasd jan-e salem ba dar bord.|The president survived an assassination attempt.|Abstract Concepts|
3768|باج‌گیری|bajgiri|noun|formal|extortion|گروه‌های تبهکار مصروف باج‌گیری از مردم هستند.|guroh-ha-ye tabahkar masroof-e bajgiri az mardom hastand.|Criminal groups are busy extorting the people.|Abstract Concepts|
3769|رهزنی|rahzani|noun|formal|highway robbery|رهزنی در شاهراه‌ها یک مشکل جدی است.|rahzani dar shahra-ha yak moshkel-e jeddi ast.|Highway robbery is a serious problem on the main roads.|Abstract Concepts|
3770|تزویر|tazwir|noun|formal|fraud/forgery|او با تزویر اسناد توانست وام بگیرد.|o ba tazwir-e asnad tawanest wam bigirad.|He managed to get a loan by forging documents.|Abstract Concepts|
3771|جعل|ja'l|noun|formal|forgery|جعل امضا یک تخلف قانونی است.|ja'l-e emza yak takhalof-e qanooni ast.|Forging a signature is a legal violation.|Abstract Concepts|
3772|محاکمه|mohakama|noun|formal|trial|محاکمه متهمین به صورت علنی برگزار شد.|mohakama-e motahamin ba soorat-e alani bargozar shod.|The trial of the accused was held publicly.|Abstract Concepts|
3773|مدارک|madarek|noun|formal|documents/evidence|مدارک کافی برای اثبات جرم وجود ندارد.|madarek-e kafi baraye esbat-e jorm wojood nadarad.|There are not enough documents to prove the crime.|Abstract Concepts|
3774|شواهد|shawahid|noun|formal|evidence|شواهد نشان می‌دهد که او بی‌گناه است.|shawahid neshan medahad ke o be-gonah ast.|The evidence shows that he is innocent.|Abstract Concepts|
3775|ثبوت|soboot|noun|formal|proof|برای ادعای خود چه ثبوتی دارید؟|baraye edea-ye khod che sobooti dared?|What proof do you have for your claim?|Abstract Concepts|
3776|بازجویی|bazjuyi|noun|formal|interrogation|بازجویی از مظنونین چندین ساعت طول کشید.|bazjuyi az maznoonin chandin sa'at tool kashid.|The interrogation of the suspects took several hours.|Abstract Concepts|
3777|استنطاق|estentaq|noun|formal|questioning/interrogation|استنطاق باید مطابق به قانون صورت گیرد.|estentaq bayad motabeq ba qanoon soorat girad.|Questioning must take place according to the law.|Abstract Concepts|
3778|توقیف‌خانه|tawqifkhana|noun|formal|lockup/custody facility|او یک شب را در توقیف‌خانه سپری کرد.|o yak shab ra dar tawqifkhana separi kard.|He spent one night in the lockup.|Abstract Concepts|
3779|تعقیب|ta'qib|noun|formal|pursuit/prosecution|مجرمین تحت تعقیب قانونی قرار دارند.|mojremin taht-e ta'qib-e qanooni qarar darand.|The criminals are under legal prosecution.|Abstract Concepts|
3780|پیگرد|paygard|noun|formal|prosecution/tracking|پیگرد مجرمین فراری ادامه دارد.|paygard-e mojremin-e farari edama darad.|The prosecution of fleeing criminals continues.|Abstract Concepts|
3781|دستگیری|dastgiri|noun|formal|arrest|عملیات برای دستگیری قاچاقبران آغاز شد.|amaliyat baraye dastgiri-e qachaqbaran aghaz shod.|The operation for the arrest of the smugglers began.|Law & Justice|
3782|جبران|jobran|noun|formal|reparation|این خسارت غیرقابل جبران است.|in khasarat ghayr-qabel-e jobran ast.|This damage is irreparable.|Abstract Concepts|
3783|کفالت|kafalat|noun|formal|sponsorship/bail|محکمه کفالت او را رد کرد.|mahkama kafalat-e o ra rad kard.|The court rejected his bail sponsorship.|Abstract Concepts|
3784|محقق|mohaqeq|noun|formal|investigator|محقق قضیه را با دقت بررسی کرد.|mohaqeq qaziya ra ba deqat barrasi kard.|The investigator examined the case carefully.|Abstract Concepts|
3785|څارنوالی|tsaranwali|noun|formal|prosecutor's office|څارنوالی مبارزه با فساد به قضیه رسیدگی می‌کند.|tsaranwali-e mobareza ba fasad ba qaziya rasidagi mekonad.|The anti-corruption prosecutor's office is handling the case.|Work & Business|
3786|دادگاه|dadgah|noun|formal|court (formal)|دادگاه عالی حکم نهایی را صادر کرد.|dadgah-e ali hokm-e nahayi ra sader kard.|The Supreme Court issued the final verdict.|Law & Justice|
3787|قضایی|qazayi|adjective|formal|judicial|سیستم قضایی باید مستقل و بی‌طرف باشد.|sistem-e qazayi bayad mostaqel wa bi-taraf bashad.|The judicial system must be independent and impartial.|Descriptions & Qualities|
3788|طب عدلی|teb-e adli|noun|formal|forensic medicine|جسد برای معاینات به طب عدلی فرستاده شد.|jasad baraye mo'ayenat ba teb-e adli ferestada shod.|The body was sent to forensic medicine for examination.|Health & Medicine|
3789|اثر انگشت|asar-e angosht|noun|formal|fingerprint|اثر انگشت متهم روی سلاح یافت شد.|asar-e angosht-e motaham roy-e selah yaft shod.|The accused's fingerprint was found on the weapon.|Abstract Concepts|
